업체명,업종,평점,방문자리뷰,블로그리뷰,주소,영업시간,전화번호,필터,URL,위도,경도
고청담 용산점,소고기구이,,"1,575","2,694",서울 용산구 한강대로 100 아모레퍼시픽 본사 B1F,영업 중,0507-1447-3300,가족모임,https://tinyurl.com/23z9s25j,37.5287912,126.9686735
독립밀방 서울역,양식,,"1,451","15,106",서울 용산구 한강대로 405 서울역사 4층 독립밀방,브레이크타임,0507-1331-3418,가족모임,https://tinyurl.com/294dgvwb,37.5542027,126.9708885
동화고옥 서울점,한식,,179,410,서울 중구 한강대로 416 지하 1층 24-1호,브레이크타임,010-9789-8324,가족모임,https://tinyurl.com/23rghs8h,37.5553949,126.9737511
신류 용산점,중식당,,603,"2,101",서울 용산구 한강대로 100 아모레퍼시픽 본사 지하 1층,브레이크타임,0507-1442-2011,가족모임,https://tinyurl.com/28hpssmk,37.5287428,126.9686934
샤브인서울 신용산본점,샤브샤브,,"1,007","1,837",서울 용산구 한강대로62길 61 1층,브레이크타임,0507-1498-0464,가족모임,https://tinyurl.com/2azlqje8,37.5321201,126.9735723
담다 이태원 몬드리안호텔본점,한식,,202,270,서울 용산구 장문로 23 몬드리안호텔 지하1층,영업 중,0507-1377-1453,가족모임,https://tinyurl.com/2a6xt5zg,37.5285648,126.9931163
한남동자리 한남점,중식당,4.22,"2,407","2,350",서울 용산구 이태원로54길 5-5 한남동자리 한남점,브레이크타임,070-8278-2947,가족모임,https://tinyurl.com/2dlu95oe,37.5380074,127.0021271
쌤쌤쌤,양식,4.39,"3,755","6,806",서울 용산구 한강대로50길 25 1층,영업 중,0507-1309-1103,가족모임,https://tinyurl.com/25wfb588,37.5315541,126.9721757
이태리국시 한남,양식,,"1,761","4,776",서울 용산구 이태원로 234 2층,브레이크타임,0507-1416-0602,가족모임,https://tinyurl.com/2cctsqbu,37.5356959,126.9995794
몽탄,"육류,고기요리",4.46,"5,641","8,706",서울 용산구 백범로99길 50,영업 중,0507-1418-8592,가족모임,https://tinyurl.com/25rrqxdz,37.5360103,126.97225
이태원 주식,요리주점,4.66,683,"2,562",서울 용산구 녹사평대로32길 36,곧 영업 시작,010-7791-4193,가족모임,https://tinyurl.com/2yyk87d2,37.5331825,126.9904414
필동면옥,냉면,4.25,"4,326","4,258",서울 중구 서애로 26,브레이크타임,02-2266-2611,가족모임,https://tinyurl.com/2yalkv6r,37.5603727,126.9969235
서울앵무새 용산점,"카페,디저트",,"4,549","3,327","서울 용산구 한강대로62길 55 1, 2, 3층",영업 중,0507-1350-4710,가족모임,https://tinyurl.com/2auf8ls4,37.5323937,126.9736204
달리181 상도점,양식,4.55,943,388,서울 동작구 성대로3길 7 1층,영업 종료,0507-1325-8663,데이트,https://tinyurl.com/2b7oq2lp,37.5001577,126.9330385
움프,와인,4.39,206,255,서울 동작구 상도로 341-2,곧 영업 종료,0507-1428-3508,데이트,https://tinyurl.com/23zwrnyc,37.4980529,126.9525282
라메,이탈리아음식,,128,114,서울 동작구 상도로37길 35 1층,영업 종료,02-3280-7040,"데이트, 가족모임",https://tinyurl.com/27nw83hq,37.5008028,126.9505835
돼지한약방,한식,,798,199,서울 동작구 양녕로 274 그룹메가에프앤비타워 2층,영업 종료,0507-1325-2628,"데이트, 넓은, 회식, 가족모임",https://tinyurl.com/2crd83c9,37.5038758,126.9495519
뉴욕이모,양식,,181,15,서울 동작구 상도로 376 지하1층,오늘 휴무,0507-1426-6525,데이트,https://tinyurl.com/24xd2yq6,37.4953077,126.9541801
프렌밀리,와인,4.54,231,198,서울 동작구 양녕로 271 2층,곧 영업 종료,0507-1323-4660,데이트,https://tinyurl.com/24nhwwsc,37.5041196,126.9489271
889 와규,"육류,고기요리",4.51,277,224,서울 동작구 상도로61길 4,영업 종료,0507-1319-5203,데이트,https://tinyurl.com/22hha26u,37.4951003,126.9552507
라본느,양식,,59,28,서울 동작구 상도로37길 4 1층,영업 종료,02-822-0880,데이트,https://tinyurl.com/2xqutp8u,37.5029686,126.9484397
노나네,요리주점,,105,86,서울 동작구 양녕로25길 10 102호,곧 영업 종료,0507-1429-3389,데이트,https://tinyurl.com/236qva44,37.4983964,126.9431978
탭하우스더슈라인,양식,4.54,194,81,서울 동작구 상도로37길 32 1층,영업 종료,0507-1387-0449,데이트,https://tinyurl.com/2754kvxh,37.5009308,126.9502515
부강탕,베이커리,,"1,133",917,서울 동작구 상도로34길 7 부강탕,영업 종료,010-4634-2388,"데이트, 가족모임",https://tinyurl.com/2bq64zwj,37.5043599,126.9459627
사케바오니슈,일식당,4.7,75,43,서울 동작구 양녕로 267 1층 오니슈,곧 영업 종료,02-823-4147,데이트,https://tinyurl.com/2bl8dtyy,37.5038712,126.9485061
모리식탁,요리주점,,943,324,서울 동작구 국사봉1길 31 2층,영업 종료,0507-1449-1180,"데이트, 회식",https://tinyurl.com/2bcmfshb,37.4990678,126.9302041
2도에이징 상도본점,"육류,고기요리",,"1,639",356,서울 동작구 상도로 128 1층,영업 종료,0507-1343-3802,"데이트, 넓은, 회식, 가족모임",https://tinyurl.com/22sfyp49,37.5016853,126.9342067
화탄 숯불 우대갈비,소고기구이,4.58,198,158,서울 동작구 상도로61가길 2 1층 화탄 숯불 우대갈비,영업 종료,02-6085-0506,"데이트, 가족모임",https://tinyurl.com/288444z6,37.4946857,126.9576072
미식반점 상도점,중식당,,256,130,"서울 동작구 만양로 15 1, 2층",영업 종료,0507-1418-2023,"데이트, 가족모임",https://tinyurl.com/27fhnwe8,37.5061631,126.9470973
소문난곱창닭갈비,"곱창,막창,양",4.52,568,644,서울 동작구 상도로22길 38,곧 영업 종료,0507-1309-8138,"데이트, 회식, 가족모임",https://tinyurl.com/296lpust,37.5015888,126.937156
카츠디나인 신대방삼거리 본점,돈가스,,"2,903",434,서울 동작구 국사봉1길 12-5 1층,영업 종료,0507-1307-4150,"데이트, 넓은, 혼밥, 가족모임",https://tinyurl.com/2xvsjz4g,37.4985051,126.9292517
단정,"맥주,호프",,211,106,서울 동작구 상도로15길 104 1층,영업 중,0507-1355-0083,데이트,https://tinyurl.com/27r76otg,37.5044491,126.9365282
멜로드 숭실대점,"카페,디저트",4.71,210,114,서울 동작구 상도로49길 7 1층 카페멜로드,영업 종료,0507-1324-4780,데이트,https://tinyurl.com/24dyd5xg,37.4992215,126.9519472
원즈아토,베이커리,,152,90,서울 동작구 상도로 392-20 1층 원즈아토,영업 종료,0507-1391-9441,데이트,https://tinyurl.com/24jtop78,37.4941375,126.9543357
장승집,요리주점,,186,71,서울 동작구 상도로15길 52 1층 101호,곧 영업 종료,0507-1428-7345,데이트,https://tinyurl.com/23gtd9th,37.5027734,126.9345328
해피페페,브런치,,535,58,서울 동작구 성대로 87 101호 해피페페,영업 종료,0507-0284-4163,"데이트, 넓은",https://tinyurl.com/236jst2t,37.4977759,126.9354371
우야호,한식,,163,97,서울 동작구 상도로30길 39 상가 101호,영업 종료,0507-1323-0772,"데이트, 가족모임",https://tinyurl.com/28qqcdkb,37.5043672,126.9436135
호랑이초밥 상도점,"초밥,롤",,302,76,서울 동작구 상도로 248 1층 101호,영업 종료,070-4289-2772,데이트,https://tinyurl.com/2a37ul2b,37.5047254,126.9460059
면식당 숭실대점,일식당,,"1,466",295,서울 동작구 사당로 24 2층,영업 종료,0507-1492-1419,"데이트, 넓은, 혼밥, 가족모임",https://tinyurl.com/28vgwpem,37.4950904,126.9570505
와플러버,"카페,디저트",,309,124,서울 동작구 흑석로 27 2층 카페,영업 종료,070-4325-0216,데이트,https://tinyurl.com/23bag7u7,37.5051678,126.9537059
초록상어,"카페,디저트",4.31,611,103,서울 동작구 상도로26길 14,영업 종료,0507-0288-8664,"데이트, 가족모임",https://tinyurl.com/24atltl2,37.5038438,126.9386829
카페 모닥불,카페,,128,75,서울 동작구 상도로19길 7 1층 카페 모닥불,영업 종료,0507-1464-3036,"데이트, 가족모임",https://tinyurl.com/2yvxkbps,37.5027798,126.9348546
카페 코미,"카페,디저트",,143,59,서울 동작구 상도로 109 1층 카페 코미,영업 종료,0507-1339-1564,데이트,https://tinyurl.com/2cvz8qlx,37.5009141,126.932304
커피나무 숭실대점,카페,4.43,293,93,서울 동작구 상도로61길 65 1층,영업 종료,0507-2087-0066,데이트,https://tinyurl.com/24ayc6g3,37.4947305,126.9584221
스톤504 스테이크하우스,"스테이크,립",4.4,"1,156",606,서울 동작구 상도로61길 54 1층 스톤504 스테이크하우스,영업 종료,0507-1385-0504,"데이트, 회식",https://tinyurl.com/28wc9fjl,37.494655,126.9577589
샤로스톤,"스테이크,립",4.55,152,254,서울 동작구 상도로61길 8-2 샤로스톤,영업 종료,0507-1448-1616,데이트,https://tinyurl.com/2yseo8av,37.4951423,126.9553473
웰컴,"카페,디저트",4.58,378,129,서울 동작구 성대로29길 50 웰컴 카페,영업 종료,0507-1330-2279,데이트,https://tinyurl.com/24zka6wq,37.5005428,126.9381923
따올라이 상도점,태국음식,,21,31,서울 동작구 상도로49길 8 1층,영업 중,0507-1362-0668,데이트,https://tinyurl.com/27j2djf9,37.4990315,126.9521776
고렝,아시아음식,4.39,349,249,서울 동작구 상도로61길 72 고렝,영업 종료,070-8621-0906,데이트,https://tinyurl.com/29lr7pqy,37.4944745,126.9587354
계림원 상도점,"치킨,닭강정",4.44,646,250,서울 동작구 상도로12길 13,영업 종료,02-826-8996,"데이트, 넓은, 회식, 가족모임",https://tinyurl.com/29bhnbwd,37.499158,126.9296812
제일주당,요리주점,,309,186,서울 동작구 상도1동 665-1,곧 영업 종료,02-3280-5559,"데이트, 회식",https://tinyurl.com/2c652qp8,37.50359,126.949091
오븐마루치킨 상도점,"치킨,닭강정",4.27,329,28,서울 동작구 상도로 332,영업 종료,02-824-9992,데이트,https://tinyurl.com/292vpbfn,37.4985836,126.9512717
핵밥 숭실대점,덮밥,,433,"1,176",서울 동작구 상도로67길 27 1층,영업 종료,0507-1398-2835,데이트,https://tinyurl.com/27alpl7p,37.4948391,126.9564154
다래식당,한식,4.42,"1,376",426,서울 동작구 만양로2길 2 신성빌딩,영업 종료,02-812-4156,데이트,https://tinyurl.com/22vkcpus,37.5062787,126.947691
신짱스시,"초밥,롤",4.54,"1,050",311,서울 동작구 상도로30길 8 2층 신짱스시,영업 종료,0507-1416-8302,"데이트, 가족모임",https://tinyurl.com/2xood54e,37.5047918,126.9412527
사리원,만두,4.2,"1,377",403,서울 동작구 상도로50길 2-15,영업 종료,0507-1368-6022,"데이트, 가족모임",https://tinyurl.com/25rcptzx,37.4991605,126.9506135
아마르,양식,4.41,231,111,서울 동작구 상도로 181 2층 아마르,영업 종료,02-816-2652,"데이트, 회식",https://tinyurl.com/29787s7z,37.5049803,126.9388433
벚꽃스시 상도점,"초밥,롤",,854,153,서울 동작구 상도로30길 40 상도2차 두산위브트레지움아파트 B동 상가 114호,영업 종료,0507-1393-5355,데이트,https://tinyurl.com/28e38vkw,37.5042877,126.9431568
손칼국수,"칼국수,만두",4.27,339,139,서울 동작구 사당로 32,,02-816-3473,데이트,https://tinyurl.com/23lb5suz,37.4979134,126.9528582
스타벅스 숭실대입구역점,카페,4.46,"4,518",116,서울 동작구 상도로 354 (상도동),영업 종료,1522-3232,데이트,https://tinyurl.com/28hhep7s,37.4968346,126.9527123
어촌식당,"해물,생선요리",4.35,"2,917",319,서울 동작구 상도로 122,영업 종료,02-815-4715,"데이트, 넓은, 회식, 가족모임",https://tinyurl.com/23opbmhe,37.50138,126.9338059
홍콩반점0410 신대방삼거리역점,중식당,4.39,"4,345",125,서울 동작구 국사봉1길 25,영업 종료,02-825-5088,"데이트, 혼밥",https://tinyurl.com/28fqsbuu,37.4990384,126.9300018
롯데리아 성대시장점,햄버거,4.34,"3,170",60,서울 동작구 상도로 102 성대시장,영업 종료,02-822-8303,"넓은, 혼밥, 회식",https://tinyurl.com/2crs877r,37.5001099,126.9315509
낙지한마리수제비상도,한식,4.3,"2,173",294,서울 동작구 상도로31길 19 브라운스톤상가 1층,영업 종료,0507-1307-4913,"넓은, 회식",https://tinyurl.com/27doyfyn,37.5054383,126.9439482
가락돈까스,한식,,156,18,서울 동작구 장승배기로 75 지하1층,영업 종료,02-812-5882,넓은,https://tinyurl.com/2c74bqss,37.5043689,126.9389513
상도면옥,냉면,4.32,"1,848",144,서울 동작구 성대로1길 3,영업 종료,02-823-5557,"넓은, 회식, 가족모임",https://tinyurl.com/2xza6dx5,37.5004951,126.9326036
농실가,"육류,고기요리",4.36,"1,822",111,서울 동작구 상도로 142,영업 종료,0507-1393-9088,"넓은, 회식, 가족모임",https://tinyurl.com/2cd989mb,37.5024337,126.9354585
할머니가마솥추어탕 상도점,추어탕,4.25,"2,345",135,서울 동작구 상도로 133,영업 종료,02-3280-1022,"넓은, 회식",https://tinyurl.com/27m7ok8s,37.5023369,126.9345702
예가숯불갈비,한식,4.29,592,74,서울 동작구 상도로26길 19,영업 종료,02-822-0401,"넓은, 회식, 가족모임",https://tinyurl.com/22n6b5bq,37.5041715,126.9389311
상도동함흥면옥,냉면,4.26,497,23,서울 동작구 상도로 219,영업 종료,0507-1340-3394,넓은,https://tinyurl.com/2ybhroaq,37.5054027,126.943036
한솔웰빙쌈밥시골보리밥,쌈밥,4.29,504,92,서울 동작구 성대로2길 7,영업 종료,02-6081-5551,"넓은, 회식",https://tinyurl.com/2xuaa73o,37.4993602,126.9316124
세종대왕숯불갈비상도점,"육류,고기요리",4.32,615,53,서울 동작구 등용로 2,,02-812-3260,"넓은, 회식",https://tinyurl.com/264eaqbd,37.504658,126.937838
강릉초당짬뽕순두부 숭실대점,한식,,237,22,서울 동작구 사당로 18 2층,영업 종료,0507-1342-7296,넓은,https://tinyurl.com/2c8pnbt8,37.4952233,126.9562673
등촌샤브칼국수 상도점,"칼국수,만두",,350,77,서울 동작구 상도로 121 영진빌딩 1층,영업 종료,02-2039-0354,"넓은, 회식, 가족모임",https://tinyurl.com/23hmul9e,37.5016284,126.9334346
라화쿵부 상도역점,마라탕,,724,23,서울 동작구 상도로 286 2층,영업 종료,0507-1496-3667,넓은,https://tinyurl.com/29zk4d7d,37.5019079,126.9483689
속초오징어어시장,생선회,4.26,575,58,"서울 동작구 국사봉1길 23 1층, 2층",영업 종료,02-813-2727,"넓은, 회식",https://tinyurl.com/2cx6pbcz,37.4991753,126.929838
왕돈까스왕냉면 동작점,돈가스,4.25,"2,592",70,서울 동작구 상도로 170,24시간 영업,02-499-5966,"넓은, 혼밥",https://tinyurl.com/29kanqhb,37.5040736,126.938024
조개먹게,"해물,생선요리",,452,113,서울 동작구 상도로 127 1층 조개먹게,영업 종료,0507-1384-4202,넓은,https://tinyurl.com/27gstwaq,37.5019382,126.93398
팔각도 장승배기점,닭갈비,,"1,406",214,서울 동작구 상도로 153 1층 105호,영업 종료,0507-1441-1889,"넓은, 회식, 가족모임",https://tinyurl.com/29ok6a96,37.503405,126.9363738
팜에이트 상도지점,샌드위치,,467,51,서울 동작구 상도로 272 상도역 지하1층,24시간 영업,02-3280-9117,넓은,https://tinyurl.com/22t8j3h6,37.5029697,126.9477648
본죽&비빔밥cafe 장승배기역점,죽,4.28,"1,333",17,서울 동작구 장승배기로11가길 11 상가동 102-1호,영업 종료,0507-1472-6289,넓은,https://tinyurl.com/28dxtrep,37.505648,126.9391087
명동찌개마을 상도점,"찌개,전골",4.18,627,39,서울 동작구 상도로 179,,02-823-8253,넓은,https://tinyurl.com/2xl34uga,37.5047127,126.93846
초밥이야기 숭실대본점,"초밥,롤",4.35,"1,180",56,서울 동작구 사당로 10 2층 초밥이야기 숭실대본점,영업 종료,02-813-8177,넓은,https://tinyurl.com/2b7u34uv,37.4953245,126.9554272
써브웨이 신대방삼거리점,샌드위치,,793,21,서울 동작구 상도로 105 1층,영업 종료,0507-1348-0366,넓은,https://tinyurl.com/2apfqh7g,37.5007308,126.9319792
명륜진사갈비 서울상도점,"육류,고기요리",,314,136,서울 동작구 상도로 126 1층,영업 종료,02-3280-3001,"넓은, 가족모임",https://tinyurl.com/24xzc42c,37.5015946,126.9340317
조선화로집 상도역점,"육류,고기요리",4.17,"1,218",288,서울 동작구 상도로 263-6,영업 종료,02-814-2696,"넓은, 회식, 가족모임",https://tinyurl.com/25oo88fx,37.5039415,126.9478872
두부고을,두부요리,4.46,601,53,서울 동작구 상도로 210,,02-825-7877,넓은,https://tinyurl.com/2aokgr2h,37.5050717,126.9420873
삼덕통닭 상도점,"치킨,닭강정",,214,22,서울 동작구 상도로 124 1층,곧 영업 종료,0507-1449-5975,넓은,https://tinyurl.com/2dllecv4,37.501446,126.9339496
소품은돼지 상도점,"육류,고기요리",4.39,671,74,서울 동작구 상도로15길 143,영업 종료,02-832-8292,"넓은, 회식, 가족모임",https://tinyurl.com/2xk7s7bb,37.5051207,126.9388612
시래불고기 화풍정,"육류,고기요리",4.36,"1,099",261,서울 동작구 상도로 102 성대전통시장 2층,영업 종료,02-814-3392,"넓은, 회식, 가족모임",https://tinyurl.com/2b7yqepw,37.4999427,126.9317763
고기싸롱 장승배기점,"육류,고기요리",,"1,015",103,서울 동작구 상도로 145 1층,영업 종료,0507-1363-1418,"넓은, 회식, 가족모임",https://tinyurl.com/2agyzqzr,37.5029558,126.9354911
농장사람들 상도본점,"육류,고기요리",4.36,899,111,서울 동작구 상도로 230 농장사람들 상도본점,영업 종료,02-3285-5487,"넓은, 회식",https://tinyurl.com/2a2lfnnm,37.5050863,126.9442228
갈매울 감자탕,감자탕,4.18,"1,109",75,서울 동작구 양녕로 282-1 1층,24시간 영업,02-817-5001,넓은,https://tinyurl.com/27fu2zln,37.5044321,126.9504086
Poke all day 포케&샐러드 숭실대점,"다이어트,샐러드",,426,38,서울 동작구 사당로 32-1 2층,영업 종료,0507-1387-3089,넓은,https://tinyurl.com/227nms7r,37.4949627,126.9580199
유가네닭갈비 신대방삼거리역점,닭갈비,,839,258,서울 동작구 국사봉1길 4 2층,영업 종료,0507-1340-2006,"넓은, 가족모임",https://tinyurl.com/2xm9yp6l,37.4987208,126.9287768
춘리마라탕 신대방삼거리점,마라탕,,689,40,서울 동작구 국사봉1길 18 2001호,24시간 영업,0507-1491-0480,넓은,https://tinyurl.com/2dbmh3ms,37.4986551,126.9295188
흥부골숯불돼지갈비,돼지고기구이,4.45,851,105,서울 동작구 상도로15길 3,영업 종료,02-812-9298,"넓은, 회식, 가족모임",https://tinyurl.com/25hkxvbw,37.5012017,126.9326226
큰골양곱창구이,"곱창,막창,양",4.26,183,97,서울 동작구 상도로 317-1 1층,영업 종료,0507-1348-3317,넓은,https://tinyurl.com/2786e89w,37.4997976,126.9509891
포안베트남쌀국수,베트남음식,4.25,"1,346",52,서울 동작구 국사봉1길 11 1층,영업 종료,0507-1348-1007,"넓은, 혼밥",https://tinyurl.com/2xqzh8vg,37.4989763,126.9292938
원미명태촌,"해물,생선요리",,"1,032",69,서울 동작구 상도로56길 2 반석빌딩 1F,영업 종료,02-815-2322,"넓은, 회식, 가족모임",https://tinyurl.com/2a8lhkpf,37.4964074,126.9528709
내가찜한닭 숭실대점,찜닭,4.56,370,60,서울 동작구 사당로 18-1 2층 내가찜한닭 숭실대점,영업 종료,0507-1434-1252,"넓은, 회식",https://tinyurl.com/2bb7o8xn,37.4951842,126.9564687
함지박,한식,4.45,"1,882",850,서울 동작구 상도로37길 68-1 1층,영업 종료,0507-1341-6008,"넓은, 혼밥, 가족모임",https://tinyurl.com/2y5yskef,37.498221,126.952657
맛있는집소풍 상도본점,분식,4.24,"1,569",17,서울 동작구 상도로 102 성대시장1층,,02-826-3111,"넓은, 혼밥",https://tinyurl.com/2bu36mby,37.4999848,126.9320454
맘스터치 숭실대입구역점,햄버거,4.44,"1,502",26,서울 동작구 상도로 366 2층,영업 종료,0507-1375-5886,"넓은, 혼밥",https://tinyurl.com/2ck84kd7,37.4959653,126.9535537
볼룸,양식,4.35,223,59,서울 동작구 상도로 120 핸드픽트호텔.서울,영업 종료,02-2229-5492,넓은,https://tinyurl.com/27oyso2u,37.5012406,126.9335302
스미비부타동 신대방삼거리역점,덮밥,4.89,"2,148",197,서울 동작구 국사봉1길 4 스미비부타동,영업 종료,0507-1421-1829,혼밥,https://tinyurl.com/26mp3m24,37.4987694,126.9287305
빽찐라면,라면,4.37,392,167,서울 동작구 상도로 295 빽찐라면,영업 종료,02-6397-4186,혼밥,https://tinyurl.com/28xmajwp,37.5015199,126.9494908
김밥이야기,김밥,4.26,337,20,서울 동작구 양녕로 282,,02-813-9091,혼밥,https://tinyurl.com/23lkuoms,37.5043884,126.9502039
우된장 장승배기점,한식,,777,210,서울 동작구 장승배기로 75 1층,영업 종료,0507-1460-0812,"혼밥, 가족모임",https://tinyurl.com/2xstfmj3,37.5043766,126.9389752
뜸들이다 상도점,"도시락,컵밥",4.46,324,9,서울 동작구 흑석로 23 1층,영업 종료,0507-1395-7252,혼밥,https://tinyurl.com/2b74fthy,37.5050736,126.9533312
김가네 상도역점,분식,4.36,"1,820",14,서울 동작구 만양로 6 이편한세상 상도노빌리티상가 108호,영업 종료,02-6959-2059,혼밥,https://tinyurl.com/2y4fdn2q,37.5049792,126.9465762
김가네 숭실대점,분식,4.15,621,26,서울 동작구 사당로 12,영업 종료,02-825-9295,혼밥,https://tinyurl.com/2bo34p98,37.4953044,126.955657
케이콜라보김밥 상도역점,분식,4.33,727,27,서울 동작구 상도로 277,영업 종료,02-822-3533,혼밥,https://tinyurl.com/26s5ozs7,37.5027336,126.9483466
미스사이공 상도역점,베트남음식,4.36,"1,550",65,서울 동작구 양녕로 268 1층,영업 종료,0507-1392-0420,혼밥,https://tinyurl.com/2b774e54,37.5034931,126.9488497
상도덮밥,덮밥,,209,17,서울 동작구 상도로41길 7 1층 상도 덮밥,영업 종료,02-3280-7700,혼밥,https://tinyurl.com/2alblwrq,37.5016853,126.9495481
역전우동0410 신대방삼거리역점,"우동,소바",4.29,"2,086",49,서울 동작구 국사봉1길 28,영업 종료,02-825-5066,혼밥,https://tinyurl.com/2au9vjzv,37.4989131,126.9300895
봉구스밥버거 중앙대후문점,분식,4.68,628,11,서울 동작구 흑석로 8,영업 종료,02-815-6006,혼밥,https://tinyurl.com/24tcorkw,37.5047108,126.9514783
얌샘김밥 장승배기점,분식,4.18,685,12,서울 동작구 장승배기로11가길 11 상도자이아파트단지 상가,영업 종료,02-825-7500,혼밥,https://tinyurl.com/283n6ra7,37.5056835,126.9390816
오렌지돈까스&김밥,한식,4.46,629,19,서울 동작구 성대로2길 7 1층,영업 종료,02-815-2934,혼밥,https://tinyurl.com/2a69nvbq,37.4993776,126.9316043
명동국수,국수,4.48,949,156,서울 동작구 상도로41길 12 명동국수,영업 종료,02-813-0402,혼밥,https://tinyurl.com/267wyafd,37.5017561,126.9499053
국수나무 장승배기점,국수,4.23,588,33,서울 동작구 상도로30길 39 상도두산위브아파트,영업 종료,02-3280-7959,혼밥,https://tinyurl.com/25wd39vn,37.5044084,126.9441809
김가네 상도두산위브점,분식,4.29,887,9,서울 동작구 상도로30길 40 120호 김가네김밥,영업 종료,02-821-3275,혼밥,https://tinyurl.com/27on3x6l,37.5041464,126.943659
긴자료코 숭실대입구역점,돈가스,,694,103,서울 동작구 사당로 12 서정힐탑 1층 B01호,영업 종료,02-816-8160,혼밥,https://tinyurl.com/276mu9y9,37.4953135,126.9557073
큰맘할매순대국 신대방 삼거리역점,"순대,순댓국",4.07,447,32,서울 동작구 국사봉1길 11 대룡빌딩,영업 종료,02-822-5151,혼밥,https://tinyurl.com/2a3nrrtt,37.4989815,126.9293264
콩심 서울 신대방점,국밥,4.34,"1,646",59,서울 동작구 국사봉1길 18,24시간 영업,02-812-7671,혼밥,https://tinyurl.com/2byje3aq,37.4987819,126.9294453
상도국수,국수,4.61,344,41,서울 동작구 상도로37길 80 1층,영업 종료,02-886-7089,혼밥,https://tinyurl.com/22v2n7b8,37.4973884,126.9533969
맘스터치 상도역점,햄버거,4.46,"2,790",50,서울 동작구 상도로 283-2 1층,영업 종료,02-814-8255,혼밥,https://tinyurl.com/22fldjkq,37.5022712,126.9487745
도쿄라멘3900 숭실대점,일식당,4.47,346,15,서울 동작구 상도로67길 31 1층,영업 종료,0507-1371-8595,혼밥,https://tinyurl.com/2buodvep,37.4950249,126.9564903
수라청,한식뷔페,4.44,249,18,서울 동작구 만양로 11,영업 종료,02-822-1825,혼밥,https://tinyurl.com/24mvz2gn,37.5059263,126.9470111
한솥도시락 숭실대중문점,"도시락,컵밥",,661,13,서울 동작구 사당로 14,영업 종료,0507-1306-5952,혼밥,https://tinyurl.com/23bc8jm9,37.4952742,126.955955
써브웨이 숭실대점,샌드위치,,"1,068",62,서울 동작구 사당로 10 지층 101호,영업 종료,0507-1424-3552,혼밥,https://tinyurl.com/27ernefg,37.4953703,126.9554326
밀플랜비 숭실대점,핫도그,4.68,722,75,서울 동작구 상도로67길 27 2층,영업 종료,010-9100-2536,혼밥,https://tinyurl.com/2c6ogrxv,37.4948391,126.9564154
크라이치즈버거 숭실대점,햄버거,4.58,"1,511",188,서울 동작구 상도로61길 28 1층,영업 종료,0507-1354-6244,혼밥,https://tinyurl.com/24um6cse,37.4949216,126.9563299
하루엔소쿠 상도점,돈가스,4.43,420,27,서울 동작구 양녕로28길 8 1층,영업 종료,02-812-3033,혼밥,https://tinyurl.com/2969dezf,37.4989098,126.9445478
산골안,한식,4.18,516,38,서울 동작구 장승배기로10길 21,영업 종료,02-6404-9393,혼밥,https://tinyurl.com/2bx9wz3b,37.5048118,126.9402662
부리또집,"멕시코,남미음식",4.46,398,17,서울 동작구 상도로61길 23,,02-3280-0090,혼밥,https://tinyurl.com/29sjymfm,37.4950667,126.9562643
고추동제면소,종합분식,4.71,314,151,서울 동작구 상도로 399 삼호아파트 상가 2동 103호,영업 종료,0507-1476-4004,혼밥,https://tinyurl.com/2czokl4h,37.4938262,126.9561376
선김밥 상도본점,김밥,4.42,672,36,서울 동작구 상도로 293,영업 종료,02-813-2647,혼밥,https://tinyurl.com/25ndmahq,37.5016436,126.949354
신의주찹쌀순대 상도1호점,"순대,순댓국",,523,26,서울 동작구 상도로 219,영업 종료,02-822-1188,혼밥,https://tinyurl.com/2xr7de7g,37.5054243,126.9431958
왕돈까스왕냉면 상도점,돈가스,4.17,443,35,서울 동작구 상도로 252,영업 종료,02-812-0042,혼밥,https://tinyurl.com/2774ox9y,37.5044898,126.9463135
샤브로21 상도,샤브샤브,,217,64,서울 동작구 만양로 10 1층,영업 종료,0507-1335-4327,혼밥,https://tinyurl.com/2a7jrcoh,37.5056272,126.94702
샐러드박스 상도역점,"다이어트,샐러드",4.68,584,40,서울 동작구 만양로 3 1층,영업 종료,02-815-6337,혼밥,https://tinyurl.com/2xvgsuwb,37.5052307,126.946447
제일어버이순대,한식,,336,49,서울 동작구 상도로 177 1층,영업 종료,02-701-0006,혼밥,https://tinyurl.com/2b4k3vxf,37.5046475,126.9382962
스시투고 상도점,"초밥,롤",,255,151,서울 동작구 상도로 313 1층,영업 종료,0507-1369-0731,혼밥,https://tinyurl.com/28bxc5oo,37.5001841,126.9505962
우니꾸,소고기구이,4.49,215,164,서울 동작구 국사봉1길 4,영업 종료,0507-1438-2900,혼밥,https://tinyurl.com/2ydv5zmq,37.498688,126.9288177
무화탕수육,중식당,,353,96,서울 동작구 성대로2길 7 1층 무화탕수육,영업 종료,02-6941-1889,혼밥,https://tinyurl.com/2cs6h7vf,37.4994488,126.9317532
상도늘보리 본점,"해물,생선요리",4.32,"1,760",146,서울 동작구 상도로26길 19 상도늘보리,영업 종료,02-3280-6550,"회식, 가족모임",https://tinyurl.com/2xwrestz,37.5041167,126.9387875
약수오리,오리요리,4.38,99,5,서울 동작구 양녕로26길 16,영업 종료,02-826-5788,회식,https://tinyurl.com/268myse5,37.4978453,126.9441004
